,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Close,Close,Close,Close,Close,Close,Close,High,High,High,High,High,High,High,Low,Low,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Open,Open,Volume,Volume,Volume,Volume,Volume,Volume,Volume
,AAPL,AMZN,BA,GOOGL,MSFT,UBER,WMT,AAPL,AMZN,BA,GOOGL,MSFT,UBER,WMT,AAPL,AMZN,BA,GOOGL,MSFT,UBER,WMT,AAPL,AMZN,BA,GOOGL,MSFT,UBER,WMT,AAPL,AMZN,BA,GOOGL,MSFT,UBER,WMT,AAPL,AMZN,BA,GOOGL,MSFT,UBER,WMT
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-03,192.4600067138672,130.22000122070312,210.9199981689453,119.9000015258789,337.989990234375,43.09000015258789,158.1999969482422,192.4600067138672,130.22000122070312,210.9199981689453,119.9000015258789,337.989990234375,43.09000015258789,158.1999969482422,193.8800048828125,131.85000610351562,212.1699981689453,120.19000244140625,340.8999938964844,43.400001525878906,158.44000244140625,191.75999450683594,130.07000732421875,210.24000549316406,118.81999969482422,336.57000732421875,42.58000183105469,156.3300018310547,193.77999877929688,130.82000732421875,210.5,119.23999786376953,339.19000244140625,43.16999816894531,156.80999755859375,31458200,28264800,2143000,14467900,12508700,7578100,2882500
2023-07-05,191.3300018310547,130.3800048828125,213.30999755859375,121.75,338.1499938964844,43.65999984741211,158.11000061035156,191.3300018310547,130.3800048828125,213.30999755859375,121.75,338.1499938964844,43.65999984741211,158.11000061035156,192.97999572753906,131.39999389648438,214.27999877929688,122.61000061035156,341.6499938964844,43.880001068115234,159.1199951171875,190.6199951171875,129.63999938964844,207.88999938964844,119.2300033569336,334.7300109863281,42.88999938964844,157.33999633789062,191.57000732421875,130.24000549316406,210.0,119.23999786376953,335.0899963378906,42.88999938964844,158.16000366210938,46920300,35895400,4921000,27584800,18172400,15730400,5861800
2023-07-06,191.80999755859375,128.36000061035156,212.6199951171875,120.11000061035156,341.2699890136719,42.11000061035156,157.11000061035156,191.80999755859375,128.36000061035156,212.6199951171875,120.11000061035156,341.2699890136719,42.11000061035156,157.11000061035156,192.02000427246094,128.72999572753906,213.61000061035156,120.30000305175781,342.989990234375,43.0,158.17999267578125,189.1999969482422,127.37000274658203,209.5800018310547,118.4000015258789,335.5,41.869998931884766,156.8699951171875,189.83999633789062,128.25,212.47999572753906,119.80000305175781,337.29998779296875,42.9900016784668,157.92999267578125,45094300,40639900,4674700,24745200,28161200,17983600,4809000
2023-07-07,190.67999267578125,129.77999877929688,212.10000610351562,119.4800033569336,337.2200012207031,42.90999984741211,153.49000549316406,190.67999267578125,129.77999877929688,212.10000610351562,119.4800033569336,337.2200012207031,42.90999984741211,153.49000549316406,192.6699981689453,130.97000122070312,215.66000366210938,121.05000305175781,341.7900085449219,43.119998931884766,156.2899932861328,190.24000549316406,128.1300048828125,211.8300018310547,119.4000015258789,337.0,41.941001892089844,153.4499969482422,191.41000366210938,128.58999633789062,212.94000244140625,120.0999984741211,339.32000732421875,42.06999969482422,155.80999755859375,46778000,41928700,4891200,21692600,21185300,14931300,6588700
2023-07-10,188.61000061035156,127.12999725341797,213.30999755859375,116.44999694824219,331.8299865722656,42.779998779296875,154.8800048828125,188.61000061035156,127.12999725341797,213.30999755859375,116.44999694824219,331.8299865722656,42.779998779296875,154.8800048828125,189.99000549316406,129.27999877929688,213.58999633789062,118.30999755859375,335.2300109863281,43.20000076293945,155.5,187.0399932861328,125.91999816894531,211.22000122070312,116.13999938964844,327.5899963378906,42.439998626708984,154.32000732421875,189.25999450683594,129.07000732421875,211.83999633789062,118.30000305175781,334.6000061035156,42.58000183105469,154.55999755859375,59922200,61889300,3497100,35315200,32791400,15821800,4322600
2023-07-11,188.0800018310547,128.77999877929688,218.75999450683594,117.13999938964844,332.4700012207031,44.36000061035156,154.64999389648438,188.0800018310547,128.77999877929688,218.75999450683594,117.13999938964844,332.4700012207031,44.36000061035156,154.64999389648438,189.3000030517578,129.77000427246094,218.97999572753906,117.70999908447266,332.8599853515625,44.66999816894531,155.50999450683594,186.60000610351562,127.3499984741211,211.35000610351562,115.3499984741211,327.0,41.74599838256836,153.86000061035156,189.16000366210938,127.75,212.9199981689453,116.29000091552734,331.05999755859375,42.099998474121094,154.77000427246094,46638100,49951500,7458400,23078800,26698200,32165000,3821100
2023-07-12,189.77000427246094,130.8000030517578,217.11000061035156,118.93000030517578,337.20001220703125,44.52000045776367,155.0399932861328,189.77000427246094,130.8000030517578,217.11000061035156,118.93000030517578,337.20001220703125,44.52000045776367,155.0399932861328,191.6999969482422,131.25999450683594,221.55999755859375,120.33000183105469,341.6499938964844,45.220001220703125,155.88999938964844,188.47000122070312,128.8300018310547,216.9199981689453,118.41000366210938,335.6700134277344,43.970001220703125,154.82000732421875,189.67999267578125,130.30999755859375,219.50999450683594,118.80000305175781,336.6000061035156,45.0,155.30999755859375,60750200,54022800,5123200,30404400,29995300,21830100,5503300
2023-07-13,190.5399932861328,134.3000030517578,216.85000610351562,124.54000091552734,342.6600036621094,45.63999938964844,154.1300048828125,190.5399932861328,134.3000030517578,216.85000610351562,124.54000091552734,342.6600036621094,45.63999938964844,154.1300048828125,191.19000244140625,134.6699981689453,218.89999389648438,124.83000183105469,343.739990234375,45.935001373291016,155.60000610351562,189.77999877929688,132.7100067138672,216.3000030517578,120.44999694824219,339.0199890136719,44.62200164794922,153.69000244140625,190.5,134.0399932861328,218.1300048828125,120.93000030517578,339.55999755859375,45.209999084472656,155.42999267578125,41342300,61170900,4291700,44297900,20567200,21193200,3953200
2023-07-14,190.69000244140625,134.67999267578125,213.1199951171875,125.41999816894531,345.239990234375,44.75,154.66000366210938,190.69000244140625,134.67999267578125,213.1199951171875,125.41999816894531,345.239990234375,44.75,154.66000366210938,191.17999267578125,136.64999389648438,217.02000427246094,126.77999877929688,351.42999267578125,46.400001525878906,154.6699981689453,189.6300048828125,134.05999755859375,212.80999755859375,123.48999786376953,344.30999755859375,44.560001373291016,153.5800018310547,190.22999572753906,134.05999755859375,217.0,124.80000305175781,347.5899963378906,45.904998779296875,154.1199951171875,41573900,54388100,4287900,33266800,28302200,22024000,3475000
2023-07-17,193.99000549316406,133.55999755859375,211.8699951171875,124.6500015258789,345.7300109863281,45.5099983215332,154.85000610351562,193.99000549316406,133.55999755859375,211.8699951171875,124.6500015258789,345.7300109863281,45.5099983215332,154.85000610351562,194.32000732421875,135.6199951171875,214.22999572753906,127.0999984741211,346.989990234375,45.650001525878906,154.97999572753906,191.80999755859375,133.2100067138672,211.74000549316406,124.19999694824219,342.20001220703125,44.5,153.82000732421875,191.89999389648438,134.55999755859375,212.5,125.94000244140625,345.67999267578125,44.68000030517578,154.39999389648438,50520200,48450200,3621500,25716200,20363900,21937900,3378400
2023-07-18,193.72999572753906,132.8300018310547,211.57000732421875,123.76000213623047,359.489990234375,47.40999984741211,154.57000732421875,193.72999572753906,132.8300018310547,211.57000732421875,123.76000213623047,359.489990234375,47.40999984741211,154.57000732421875,194.3300018310547,133.86000061035156,213.0399932861328,124.68000030517578,366.7799987792969,47.75,155.66000366210938,192.4199981689453,131.35000610351562,209.57000732421875,122.95999908447266,342.1700134277344,45.34000015258789,153.86000061035156,193.35000610351562,132.7100067138672,211.0,124.5999984741211,345.8299865722656,45.34000015258789,154.6699981689453,48353800,54969100,5895800,26226400,64872700,42620200,4480100
2023-07-19,195.10000610351562,135.36000061035156,208.60000610351562,122.02999877929688,355.0799865722656,47.119998931884766,154.6199951171875,195.10000610351562,135.36000061035156,208.60000610351562,122.02999877929688,355.0799865722656,47.119998931884766,154.6199951171875,198.22999572753906,135.99000549316406,211.8699951171875,125.18000030517578,362.4599914550781,47.900001525878906,155.1999969482422,192.64999389648438,132.52999877929688,208.24000549316406,121.80000305175781,352.44000244140625,46.54999923706055,153.75,193.10000610351562,133.38999938964844,211.1199951171875,124.5999984741211,361.75,47.099998474121094,154.8000030517578,80507300,54531000,4814100,37224000,39732900,21990900,4124300
2023-07-20,193.1300048828125,129.9600067138672,213.61000061035156,119.19999694824219,346.8699951171875,46.56999969482422,157.47999572753906,193.1300048828125,129.9600067138672,213.61000061035156,119.19999694824219,346.8699951171875,46.56999969482422,157.47999572753906,196.47000122070312,134.7899932861328,215.10000610351562,124.08999633789062,357.9700012207031,47.5,157.5500030517578,192.5,129.3300018310547,208.8000030517578,118.22000122070312,345.3699951171875,45.86000061035156,154.89999389648438,195.08999633789062,134.07000732421875,208.8300018310547,121.41999816894531,353.57000732421875,46.06999969482422,154.92999267578125,59581200,59820600,5782200,37906800,33778400,23085300,4995900
2023-07-21,191.94000244140625,130.0,211.8000030517578,120.0199966430664,343.7699890136719,47.22999954223633,158.3699951171875,191.94000244140625,130.0,211.8000030517578,120.0199966430664,343.7699890136719,47.22999954223633,158.3699951171875,194.97000122070312,131.3699951171875,215.60000610351562,120.98999786376953,350.29998779296875,47.34000015258789,158.77999877929688,191.22999572753906,128.4199981689453,211.63999938964844,118.7300033569336,339.8299865722656,46.279998779296875,157.44000244140625,194.10000610351562,131.33999633789062,213.88999938964844,120.62000274658203,349.1499938964844,46.54999923706055,157.89999389648438,71917800,133265000,4053200,72937900,69368900,20176900,5652600
2023-07-24,192.75,128.8000030517578,215.8699951171875,121.52999877929688,345.1099853515625,47.31999969482422,159.3000030517578,192.75,128.8000030517578,215.8699951171875,121.52999877929688,345.1099853515625,47.31999969482422,159.3000030517578,194.91000366210938,131.66000366210938,215.94000244140625,123.0,346.9200134277344,47.54999923706055,159.47999572753906,192.25,128.35000610351562,211.4600067138672,120.9800033569336,342.30999755859375,46.84000015258789,157.55999755859375,193.41000366210938,130.30999755859375,212.05999755859375,121.66000366210938,345.8500061035156,47.060001373291016,158.4499969482422,45377800,45591100,4898300,29686100,26678100,16669800,4176600
2023-07-25,193.6199951171875,129.1300048828125,214.1199951171875,122.20999908447266,350.9800109863281,47.16999816894531,159.1699981689453,193.6199951171875,129.1300048828125,214.1199951171875,122.20999908447266,350.9800109863281,47.16999816894531,159.1699981689453,194.44000244140625,129.5800018310547,214.82000732421875,123.1500015258789,351.8900146484375,47.72999954223633,160.50999450683594,192.9199981689453,128.52999877929688,210.80999755859375,121.0199966430664,345.07000732421875,46.93000030517578,158.27999877929688,193.3300018310547,129.30999755859375,214.1999969482422,121.36000061035156,347.1099853515625,47.20000076293945,160.4600067138672,37283200,39236700,6513300,52509600,41637700,14188200,5184600
2023-07-26,194.5,128.14999389648438,232.8000030517578,129.27000427246094,337.7699890136719,47.310001373291016,159.74000549316406,194.5,128.14999389648438,232.8000030517578,129.27000427246094,337.7699890136719,47.310001373291016,159.74000549316406,195.63999938964844,129.0800018310547,233.08999633789062,130.97999572753906,344.6700134277344,47.55500030517578,160.69000244140625,193.32000732421875,126.11000061035156,221.77000427246094,128.32000732421875,333.1099853515625,46.619998931884766,158.94000244140625,193.6699981689453,126.51000213623047,222.16000366210938,130.07000732421875,341.44000244140625,47.04999923706055,159.24000549316406,47471900,53910100,24923800,61682100,58383700,16666200,5031400
2023-07-27,193.22000122070312,128.25,233.75,129.39999389648438,330.7200012207031,46.61000061035156,159.16000366210938,193.22000122070312,128.25,233.75,129.39999389648438,330.7200012207031,46.61000061035156,159.16000366210938,197.1999969482422,132.6300048828125,238.6699981689453,133.24000549316406,341.3299865722656,48.09000015258789,160.63999938964844,192.5500030517578,127.79000091552734,231.8300018310547,128.7899932861328,329.04998779296875,46.35499954223633,159.1300048828125,196.02000427246094,131.0,235.25,131.6699981689453,340.4800109863281,48.0,160.0800018310547,47460200,52610700,12018300,44952100,39635300,17992000,4466800
2023-07-28,195.8300018310547,132.2100067138672,238.69000244140625,132.5800018310547,338.3699951171875,48.13999938964844,159.91000366210938,195.8300018310547,132.2100067138672,238.69000244140625,132.5800018310547,338.3699951171875,48.13999938964844,159.91000366210938,196.6300048828125,133.00999450683594,240.1300048828125,133.74000549316406,340.010009765625,48.43000030517578,160.94000244140625,194.13999938964844,129.3300018310547,235.6999969482422,130.57000732421875,333.1700134277344,46.709999084472656,159.2899932861328,194.6699981689453,129.69000244140625,236.1199951171875,130.77999877929688,333.6700134277344,47.13999938964844,159.2899932861328,48291400,46317400,7054600,36591200,28484900,17154600,3673400
